Vuln ID,Severity,Group Title,Rule ID,STIG ID,Rule Title,Discussion,IA Controls,Check Content,Fix Text,False Positives,False Negatives,Documentable,Mitigations,Potential Impact,Third Party Tools,Mitigation Control,Responsibility,Severity Override Guidance,Check Content Reference,Classification,STIG,VMS Asset Posture, CCI
V-3378,medium,Sharing and Security Model for Local Accounts,SV-52891r1_rule,WN12-SO-000060,The system must be configured to use the Classic security model.,"Windows includes two network-sharing security models - Classic and Guest only.  With the Classic model, local accounts must be password protected; otherwise, anyone can use guest user accounts to access shared system resources.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Lsa\

Value Name: ForceGuest

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network access: Sharing and security model for local accounts"" to ""Classic - local users authenticate as themselves"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

"
V-3379,high,LAN Manager Hash stored,SV-52892r2_rule,WN12-SO-000065,The system must be configured to prevent the storage of the LAN Manager hash of passwords.,The LAN Manager hash uses a weak encryption algorithm and there are several tools available that use this hash to retrieve account passwords.  This setting controls whether or not a LAN Manager hash of the password is stored in the SAM the next time the password is changed.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Lsa\

Value Name: NoLMHash

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network security: Do not store LAN Manager hash value on next password change"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000196
The information system, for password-based authentication, stores only encrypted representations of passwords.
NIST SP 800-53 :: IA-5 (1) (c)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (c)

"
V-3380,medium,Force Logoff When Logon Hours Expire,SV-52893r1_rule,WN12-SO-000066,The system must be configured to force users to log off when their allowed logon hours expire.,"Limiting logon hours can help protect data by only allowing access during specified times.  This setting controls whether or not users are forced to log off when their allowed logon hours expire.  If logon hours are set for users, this must be enforced.",,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy -> Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options.

If the value for ""Network security: Force logoff when logon hours expire"" is not set to ""Enabled"", this is a finding.","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network security: Force logoff when logon hours expire"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001133
The information system terminates the network connection associated with a communications session at the end of the session or after an organization-defined time period of inactivity.
NIST SP 800-53 :: SC-10
NIST SP 800-53A :: SC-10.1 (ii)
NIST SP 800-53 Revision 4 :: SC-10

"
V-3381,medium,LDAP Client Signing,SV-52894r1_rule,WN12-SO-000068,The system must be configured to the required LDAP client signing level.,"This setting controls the signing requirements for LDAP clients.  This setting must be set to Negotiate signing or Require signing, depending on the environment and type of LDAP server in use.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Services\LDAP\

Value Name: LDAPClientIntegrity

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network security: LDAP client signing requirements"" to ""Negotiate signing"" at a minimum.",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3382,medium,Session Security for NTLM SSP Based Clients,SV-52895r1_rule,WN12-SO-000069,The system must be configured to meet the minimum session security requirement for NTLM SSP-based clients.,Microsoft has implemented a variety of security support providers for use with RPC sessions.  All of the options must be enabled to ensure the maximum security level.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Lsa\MSV1_0\

Value Name: NTLMMinClientSec

Value Type: REG_DWORD
Value: 0x20080000 (537395200)","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network security: Minimum session security for NTLM SSP based (including secure RPC) clients"" to ""Require NTLMv2 session security"" and ""Require 128-bit encryption"" (all options selected).",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3383,medium,FIPS Compliant Algorithms ,SV-52896r2_rule,WN12-SO-000074,"The system must be configured to use FIPS-compliant algorithms for encryption, hashing, and signing.","This setting ensures that the system uses algorithms that are FIPS-compliant for encryption, hashing, and signing.  FIPS-compliant algorithms meet specific standards established by the U.S. Government and must be the algorithms used for all OS encryption functions.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\FIPSAlgorithmPolicy\

Value Name: Enabled

Value Type: REG_DWORD
Value: 1
 
Warning: Clients with this setting enabled will not be able to communicate via digitally encrypted or signed protocols with servers that do not support these algorithms.  Both the browser and web server must be configured to use TLS, or the browser will not be able to connect to a secure site.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""System cryptography: Use FIPS compliant algorithms for encryption, hashing, and signing"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-002450
The information system implements organization-defined cryptographic uses and type of cryptography required for each use in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.
NIST SP 800-53 Revision 4 :: SC-13

"
V-3385,medium,Case Insensitivity for Non-Windows,SV-52897r1_rule,WN12-SO-000075,The system must be configured to require case insensitivity for non-Windows subsystems.,"This setting controls the behavior of non-Windows subsystems when dealing with the case of arguments or commands.  Case sensitivity could lead to the access of files or commands that must be restricted.  To prevent this from happening, case insensitivity restrictions must be required.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Session Manager\Kernel\

Value Name: ObCaseInsensitive

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""System objects: Require case insensitivity for non-Windows subsystems"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3449,medium,TS/RDS -  Session Limit,SV-52216r2_rule,WN12-CC-000131,Remote Desktop Services must limit users to one remote session.,Allowing multiple Remote Desktop Services sessions could consume resources.  There is also potential to make a secondary connection to a system with compromised credentials.,"ECLO-1, ECLO-2","If the following registry value does not exist or is not configured as specified, this is a finding: 

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\ 

Value Name: fSingleSessionPerUser 

Type: REG_DWORD 
Value: 1","Configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Remote Desktop Services -> Remote Desktop Session Host -> Connections -> ""Restrict Remote Desktop Services users to a single Remote Desktop Services Session"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000054
The information system limits the number of concurrent sessions for each organization-defined account and/or account type to an organization-defined number of sessions.
NIST SP 800-53 :: AC-10
NIST SP 800-53A :: AC-10.1 (ii)
NIST SP 800-53 Revision 4 :: AC-10

"
V-3453,medium,TS/RDS - Password Prompting,SV-52898r1_rule,WN12-CC-000099,Remote Desktop Services must always prompt a client for passwords upon connection.,This setting controls the ability of users to supply passwords automatically as part of their remote desktop connection.  Disabling this setting would allow anyone to use the stored credentials in a connection item to connect to the terminal server.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fPromptForPassword

Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Remote Desktop Services -> Remote Desktop Session Host -> Security -> ""Always prompt for password upon connection"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

"
V-3454,medium,TS/RDS - Set Encryption Level,SV-52899r2_rule,WN12-CC-000100,Remote Desktop Services must be configured with the client connection encryption set to the required level.,"Remote connections must be encrypted to prevent interception of data or sensitive information. Selecting ""High Level"" will ensure encryption of Remote Desktop Services sessions in both directions.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: MinEncryptionLevel

Type: REG_DWORD
Value: 3","Configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Remote Desktop Services -> Remote Desktop Session Host -> Security -> ""Set client connection encryption level"" to ""Enabled"" and ""High Level"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000068
The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

CCI-002890
The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

"
V-3455,medium,TS/RDS - Do Not Use Temp Folders,SV-52900r1_rule,WN12-CC-000104,Remote Desktop Services must be configured to use session-specific temporary folders.,"If a communal temporary folder is used for remote desktop sessions, it might be possible for users to access other users' temporary folders.  If this setting is enabled, only one temporary folder is used for all remote desktop sessions.  Per session temporary folders must be established.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: PerSessionTempDir

Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Remote Desktop Services -> Remote Desktop Session Host -> Temporary Folders -> ""Do not use temporary folders per session"" to ""Disabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3456,medium,TS/RDS - Delete Temp Folders,SV-52901r1_rule,WN12-CC-000103,Remote Desktop Services must delete temporary folders when a session is terminated.,Remote desktop session temporary folders must always be deleted after a session is over to prevent hard disk clutter and potential leakage of information.  This setting controls the deletion of the temporary folders when the session is terminated.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: DeleteTempDirsOnExit

Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Remote Desktop Services -> Remote Desktop Session Host -> Temporary Folders -> ""Do not delete temp folder upon exit"" to ""Disabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3469,medium,Group Policy - Do Not Turn off Background Refresh,SV-52906r1_rule,WN12-CC-000029,Group Policies must be refreshed in the background if the user is logged on.,"If this setting is enabled, then Group Policy settings are not refreshed while a user is currently logged on.  This could lead to instances when a user does not have the latest changes to a policy applied and is therefore operating in an insecure context.",,"Review the registry.
If the following registry value does not exist, this is not a finding (this is the expected result from configuring the policy as outlined in the Fix section.):
If the following registry value exists but is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Microsoft\Windows\CurrentVersion\Policies\system\

Value Name: DisableBkGndGroupPolicy

Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration -> Administrative Templates -> System -> Group Policy -> ""Turn off background refresh of Group Policy"" to ""Disabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3470,medium,Remote Assistance - Offer Remote Assistance,SV-52917r1_rule,WN12-CC-000058,The system must be configured to prevent unsolicited remote assistance offers.,Remote assistance allows another user to view or take control of the local session of a user.  Unsolicited remote assistance is help that is offered by the remote user.  This may allow unauthorized parties access to the resources on the computer.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fAllowUnsolicited

Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration -> Administrative Templates -> System -> Remote Assistance -> ""Configure Offer Remote Assistance"" to ""Disabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

"
V-3472,low,Windows Time Service - Configure NTP Client,SV-52919r2_rule,WN12-CC-000069,"If the time service is configured, it must use an authorized time server.","The Windows Time Service controls time synchronization settings.  Time synchronization is essential for authentication and auditing purposes.  If the Windows Time Service is used, it must synchronize with a secure, authorized time source.   Domain-joined systems are automatically configured to synchronize with domain controllers.  If an NTP server is configured, it must synchronize with a secure, authorized time source.",,"Review the following registry values:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\W32time\Parameters\

Value Name: Type
Type: REG_SZ
Value: Possible values are NoSync, NTP, NT5DS, AllSync

and

Value Name: NTPServer
Type: REG_SZ
Value: ""address of the time server""

If the following, this is a finding:
""Type"" has a value of ""NTP"" or ""Allsync"" AND the ""NTPServer"" value is set to ""time.windows.com"" or other unauthorized server.

If the following, this not a finding:
The referenced registry values do not exist.
""Type"" has a value of ""NoSync"" or ""NT5DS"".
""Type"" has a value of ""NTP"" or ""Allsync"" AND the ""NTPServer"" is blank or configured to an authorized time server.

For DoD organizations, the US Naval Observatory operates stratum 1 time servers, identified at http://tycho.usno.navy.mil/ntp.html. Time synchronization will occur through a hierarchy of time servers down to the local level. Clients and lower-level servers will synchronize with an authorized time server in the hierarchy. 

Domain-joined systems are automatically configured to synchronize with domain controllers, and it would not be a finding unless this is changed.","If the system needs to be configured to an NTP server, configure the system to point to an authorized time server by setting the policy value for Computer Configuration -> Administrative Templates -> System -> Windows Time Service -> Time Providers -> ""Configure Windows NTP Client"" to ""Enabled"", and configure the ""NtpServer"" field to point to an authorized time server.",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001891
The information system compares internal information system clocks on an organization-defined frequency with an organization-defined authoritative time source.
NIST SP 800-53 Revision 4 :: AU-8 (1) (a)

"
V-3479,medium,Safe DLL Search Mode,SV-52920r1_rule,WN12-SO-000045,The system must be configured to use Safe DLL Search Mode.,"The default search behavior, when an application calls a function in a Dynamic Link Library (DLL), is to search the current directory, followed by the directories contained in the system's path environment variable.  An unauthorized DLL, inserted into an application's working directory, could allow malicious code to be run on the system.  Setting this policy value forces the system to search the %Systemroot% for the DLL before searching the current directory or the rest of the path.",,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Session Manager\

Value Name: SafeDllSearchMode

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)"" to ""Enabled"".

(See ""Updating the Windows Security Options File"" in the STIG Overview document if MSS settings are not visible in the system's policy tools.)",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-3480,medium,Media Player - Disable Automatic Updates,SV-53130r1_rule,WN12-CC-000122,Windows Media Player must be configured to prevent automatic checking for updates.,Uncontrolled system updates can introduce issues to a system.  The automatic check for updates performed by Windows Media Player must be disabled to ensure a constant platform and to prevent the introduction of unknown\untested software on the system.,,"Windows Media Player is not installed by default.  If it is not installed, this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\WindowsMediaPlayer\

Value Name: DisableAutoupdate

Type: REG_DWORD
Value: 1","If Windows Media Player is installed, configure the policy value for Computer Configuration -> Administrative Templates -> Windows Components -> Windows Media Player -> ""Prevent Automatic Updates"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001812
The information system prohibits user installation of software without explicit privileged status.
NIST SP 800-53 Revision 4 :: CM-11 (2)

"
V-3481,medium,Media Player - Prevent Codec Download,SV-52921r1_rule,WN12-UC-000013,Media Player must be configured to prevent automatic Codec downloads.,"The Windows Media Player uses software components, referred to as Codecs, to play back media files.  By default, when an unknown file type is opened with the Media Player, it will search the Internet for the appropriate Codec and automatically download it.  To ensure platform consistency and to protect against new vulnerabilities associated with media types, all Codecs must be installed by the System Administrator.",,"If the following registry value does not exist or is not configured as specified, this is a finding: 

Registry Hive: HKEY_CURRENT_USER
Registry Path: \Software\Policies\Microsoft\WindowsMediaPlayer\

Value Name: PreventCodecDownload

Type: REG_DWORD
Value: 1","Configure the policy value for User Configuration -> Administrative Templates -> Windows Components -> Windows Media Player -> Playback -> ""Prevent Codec Download"" to ""Enabled"".",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-001812
The information system prohibits user installation of software without explicit privileged status.
NIST SP 800-53 Revision 4 :: CM-11 (2)

"
V-3487,medium,Unnecessary Services,SV-52218r2_rule,WN12-GE-000021,"Necessary services must be documented to maintain a baseline to determine if additional, unnecessary services have been added to a system.","Unnecessary services increase the attack surface of a system. Some services may be run under the local System account, which generally has more permissions than required by the service.  Compromising a service could allow an intruder to obtain system permissions and open the system to a variety of attacks.",,"Required services will vary between organizations, and on the role of the individual system.  Organizations will develop their own list of services which will be documented and justified with the ISSO.  The site's list will be provided for any security review.  Services common to multiple systems can be addressed in one document.  Exceptions for individual systems should be identified separately by system.

Individual services specifically required to be disabled per the STIG are identified in separate requirements.

If the site has not documented the services required for their system(s), this is a finding.

The following can be used to view the services on a system:
Run ""Services.msc"".

Services for Windows Server 2012 roles are managed automatically, adding those necessary for a particular role.  The following lists the default services for a baseline installation as a reference. This can be used as a basis for documenting the services necessary.

Default Installation
Name - Startup Type
Application Experience - Manual (Trigger Start)
Application Identity - Manual (Trigger Start)
Application Information - Manual
Application Layer Gateway Service - Manual
Application Management - Manual
Background Intelligent Transfer Service - Automatic (Delayed Start)
Background Tasks Infrastructure Service - Automatic
Base Filtering Engine - Automatic
Certificate Propagation - Manual
CNG Key Isolation - Manual (Trigger Start)
COM+ Event System - Automatic
COM+ System Application - Manual
Computer Browser - Disabled
Credential Manager - Manual
Cryptographic Services - Automatic
DCOM Server Process Launcher - Automatic
Device Association Service - Manual (Trigger Start)
Device Install Service - Manual (Trigger Start)
Device Setup Manager - Manual (Trigger Start)
DHCP Client - Automatic
Diagnostic Policy Service - Automatic (Delayed Start)
Diagnostic Service Host - Manual
Diagnostic System Host - Manual
Distributed Link Tracking Client - Automatic
Distributed Transaction Coordinator - Automatic (Delayed Start)
DNS Client - Automatic (Trigger Start)
Encrypting File System (EFS) - Manual (Trigger Start)
Extensible Authentication Protocol - Manual
Function Discovery Provider Host - Manual
Function Discovery Resource Publication - Manual
Group Policy Client - Automatic (Trigger Start)
Health Key and Certificate Management - Manual
Human Interface Device Access - Manual (Trigger Start)
Hyper-V Data Exchange Service - Manual (Trigger Start)
Hyper-V Guest Shutdown Service - Manual (Trigger Start)
Hyper-V Heartbeat Service - Manual (Trigger Start)
Hyper-V Remote Desktop Virtualization Service - Manual (Trigger Start)
Hyper-V Time Synchronization Service - Manual (Trigger Start)
Hyper-V Volume Shadow Copy Requestor - Manual (Trigger Start)
IKE and AuthIP IPsec Keying Modules - Manual (Trigger Start)
Interactive Services Detection - Manual
Internet Connection Sharing (ICS) - Disabled
IP Helper - Automatic
IPsec Policy Agent - Manual (Trigger Start)
KDC Proxy Server service (KPS) - Manual
KtmRm for Distributed Transaction Coordinator - Manual (Trigger Start)
Link-Layer Topology Discovery Mapper - Manual
Local Session Manager - Automatic
Microsoft iSCSI Initiator Service - Manual
Microsoft Software Shadow Copy Provider - Manual
Multimedia Class Scheduler - Manual
Net.Tcp Port Sharing Service - Disabled
Netlogon - Manual
Network Access Protection Agent - Manual
Network Connections - Manual
Network Connectivity Assistant - Manual (Trigger Start)
Network List Service - Manual
Network Location Awareness - Automatic
Network Store Interface Service - Automatic
Optimize drives - Manual
Performance Counter DLL Host - Manual
Performance Logs & Alerts - Manual
Plug and Play - Manual
Portable Device Enumerator Service - Manual (Trigger Start)
Power - Automatic
Print Spooler - Automatic
Printer Extensions and Notifications - Manual
Problem Reports and Solutions Control Panel Support - Manual
Remote Access Auto Connection Manager - Manual
Remote Access Connection Manager - Manual
Remote Desktop Configuration - Manual
Remote Desktop Services - Manual
Remote Desktop Services UserMode Port Redirector - Manual
Remote Procedure Call (RPC) - Automatic
Remote Procedure Call (RPC) Locator - Manual
Remote Registry - Automatic (Trigger Start)
Resultant Set of Policy Provider - Manual
Routing and Remote Access - Disabled
RPC Endpoint Mapper - Automatic
Secondary Logon - Manual
Secure Socket Tunneling Protocol Service - Manual
Security Accounts Manager - Automatic
Server - Automatic
Shell Hardware Detection - Automatic
Smart Card - Disabled
Smart Card Removal Policy - Manual
SNMP Trap - Manual
Software Protection - Automatic (Delayed Start, Trigger Start)
Special Administration Console Helper - Manual
Spot Verifier - Manual (Trigger Start)
SSDP Discovery - Disabled
Superfetch - Manual
System Event Notification Service - Automatic
Task Scheduler - Automatic
TCP/IP NetBIOS Helper - Automatic (Trigger Start)
Telephony - Manual
Themes - Automatic
Thread Ordering Server - Manual
UPnP Device Host - Disabled
User Access Logging Service - Automatic (Delayed Start)
User Profile Service - Automatic
Virtual Disk - Manual
Volume Shadow Copy - Manual
Windows All-User Install Agent - Manual (Trigger Start)
Windows Audio - Manual
Windows Audio Endpoint Builder - Manual
Windows Color System - Manual
Windows Driver Foundation - User-mode Driver Framework - Manual (Trigger Start)
Windows Error Reporting Service - Manual (Trigger Start)
Windows Event Collector - Manual
Windows Event Log - Automatic
Windows Firewall - Automatic
Windows Font Cache Service - Automatic
Windows Installer - Manual
Windows Licensing Monitoring Service - Automatic
Windows Management Instrumentation - Automatic
Windows Modules Installer - Manual
Windows Remote Management (WS-Management) - Automatic
Windows Store Service (WSService) - Manual (Trigger Start)
Windows Time - Manual (Trigger Start)
Windows Update - Manual
WinHTTP Web Proxy Auto-Discovery Service - Manual
Wired AutoConfig - Manual
WMI Performance Adapter - Manual
Workstation - Automatic",Document the services required for the system to operate.  Remove or disable any services that are not required.,,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

"
V-3666,medium,Session Security for NTLM SSP based Servers,SV-52922r1_rule,WN12-SO-000070,The system must be configured to meet the minimum session security requirement for NTLM SSP-based servers.,Microsoft has implemented a variety of security support providers for use with RPC sessions.  All of the options must be enabled to ensure the maximum security level.,,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Lsa\MSV1_0\

Value Name: NTLMMinServerSec

Value Type: REG_DWORD
Value: 0x20080000 (537395200)","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Network security: Minimum session security for NTLM SSP based (including secure RPC) servers"" to ""Require NTLMv2 session security"" and ""Require 128-bit encryption"" (all options selected).",,,FALSE,,,,,,,M,Unclass,Windows Server 2012/2012 R2 Domain Controller Security Technical Implementation Guide :: Release: 11 Benchmark Date: 26 Jan 2018,2350,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
